Set,Overall,Age,Height,Weight,International Reputation,Weak Foot,Skill Moves,Value,Wage
0,56,20,165,77,1,3,2,375,1000
0,61,19,175,70,1,2,2,850,500
0,61,18,186,70,1,3,3,750,1000
0,58,22,182,81,1,3,2,425,750
0,62,22,186,74,1,3,2,925,1000
0,63,22,182,80,1,3,2,900,2000
0,63,21,182,74,1,3,3,575,2000
0,58,19,169,70,1,3,2,525,700
0,54,19,189,80,1,3,2,275,1000
0,56,20,175,75,1,3,2,300,1000
0,62,21,173,65,1,3,3,0.0,0
0,50,17,176,73,1,3,2,120,500
0,65,24,182,76,1,3,2,1000,500
0,63,22,186,74,1,2,2,900,3000
0,59,19,187,84,1,3,2,575,5000
0,68,24,178,72,1,3,2,1700,4000
0,62,22,178,76,1,3,3,650,2000
0,65,33,180,78,1,2,2,350,500
0,61,23,184,71,1,4,3,725,2000
2,62,23,173,73,1,3,2,575,800
0,58,20,187,76,1,3,2,500,6000
0,60,18,182,75,1,3,2,550,650
0,62,19,191,88,1,5,3,1000,650
0,59,19,175,73,1,3,2,500,500
0,61,18,169,62,1,3,3,825,1000
0,61,25,180,65,1,2,2,425,500
0,62,23,189,80,1,2,2,575,2000
0,59,24,187,73,1,4,2,300,550
0,67,22,187,77,1,3,2,2100,1000
0,62,20,188,78,1,3,2,875,1000
0,64,24,188,72,1,3,3,800,2000
0,61,20,178,66,1,3,3,800,800
0,55,20,184,68,1,3,2,250,2000
0,57,17,173,65,1,3,2,400,500
0,61,27,180,77,1,3,2,325,1000
0,54,18,181,74,1,2,3,250,850
0,61,21,190,69,1,2,3,725,4000
0,67,27,186,80,1,2,2,1200,6000
0,62,20,179,72,1,3,2,825,1000
0,56,21,182,74,1,3,2,350,800
0,63,19,181,73,1,3,3,1100,2000
0,62,20,180,75,1,3,2,875,2000
0,63,18,177,79,1,3,3,1100,3000
0,55,20,175,68,1,3,2,275,2000
0,64,21,186,77,1,2,3,1300,5000
0,61,29,169,67,1,3,2,300,500
0,57,19,183,72,1,3,2,400,700
0,60,22,185,77,1,3,2,550,800
0,82,28,185,77,3,4,1,26000,45000
0,67,21,195,90,1,2,2,2100,3000
0,62,21,179,75,1,3,2,600,1000
0,58,19,174,68,1,3,2,450,1000
0,65,24,175,69,1,3,2,1100,500
1,56,18,175,65,1,3,2,350,500
0,56,20,183,78,1,3,3,130,500
0,53,19,175,68,1,3,2,200,2000
0,61,18,184,75,1,3,2,775,500
0,72,29,188,80,1,3,2,1600,7000
0,58,18,165,60,1,3,2,400,500
0,60,20,179,72,1,2,2,575,500
0,64,29,193,84,1,5,2,550,2000
1,55,18,180,77,1,3,2,300,2000
1,53,23,180,72,1,3,2,210,800
0,60,27,187,80,1,3,3,230,1000
0,62,22,182,75,1,2,2,850,500
0,62,17,179,71,1,3,3,1200,2000
0,59,20,179,71,1,3,2,500,2000
0,61,26,177,75,1,4,2,400,700
0,63,23,180,70,1,4,2,925,3000
0,61,20,191,82,1,3,2,675,950
0,64,18,190,73,1,3,2,1300,2000
0,62,22,167,54,1,4,3,550,4000
0,66,30,188,78,1,3,2,700,2000
1,62,24,183,76,1,2,2,575,800
0,64,25,195,85,1,2,2,775,3000
0,59,20,185,77,1,2,2,475,2000
0,60,20,172,70,1,3,3,550,2000
0,58,36,194,92,1,2,2,45,2000
0,60,17,185,82,1,3,2,525,500
0,51,19,178,73,1,3,2,140,1000
0,60,19,185,84,1,3,2,550,500
0,67,20,186,77,1,2,2,2300,6000
0,54,17,182,70,1,3,2,210,500
0,64,25,182,73,1,3,2,450,3000
0,60,18,186,75,1,3,2,575,850
0,57,22,183,79,1,3,2,300,1000
0,63,21,183,69,1,2,2,1100,3000
0,61,20,170,65,1,3,2,750,3000
0,61,20,191,78,1,2,2,800,500
0,66,23,179,80,1,3,4,1300,500
0,53,20,177,65,1,3,2,220,600
0,61,21,184,81,1,3,2,750,2000
0,60,18,170,66,1,3,2,575,750
0,63,24,187,77,1,3,3,650,500
1,60,21,178,70,1,3,2,350,1000
0,61,21,185,73,1,3,3,750,1000
0,60,22,176,61,1,3,2,500,950
0,64,21,188,80,1,3,2,1300,3000
0,62,21,184,91,1,2,2,925,5000
0,55,20,178,71,1,3,2,275,1000
0,55,17,184,75,1,3,3,300,500
0,59,29,179,79,1,2,2,190,500
0,59,20,166,66,1,2,3,350,1000
0,56,26,182,70,1,4,2,160,2000
0,64,25,185,80,1,3,2,750,3000
0,54,22,175,69,1,3,2,170,3000
0,76,22,196,89,1,2,2,15500,11000
0,55,19,180,75,1,3,2,300,2000
0,57,22,171,68,1,3,2,375,550
0,58,23,187,80,1,2,2,300,1000
0,56,19,177,76,1,2,2,325,1000
0,56,19,197,78,1,3,2,350,2000
0,70,22,187,85,1,3,2,3300,8000
0,61,22,180,74,1,3,2,725,2000
0,56,22,176,68,1,3,2,325,1000
0,62,22,183,77,1,3,2,775,1000
0,52,20,175,65,1,2,2,190,950
1,54,19,171,63,1,3,2,230,1000
0,67,20,178,59,1,3,3,2200,14000
0,58,19,186,70,1,3,2,525,600
0,65,26,187,79,1,3,2,925,2000
0,60,19,183,67,1,3,3,575,1000
0,65,24,181,80,1,3,2,1000,2000
1,72,23,200,79,1,3,2,3200,16000
0,62,23,175,70,1,4,3,900,2000
0,59,21,188,77,1,3,2,500,5000
0,54,17,182,75,1,3,2,300,500
0,58,16,172,63,1,2,2,475,500
0,58,18,172,70,1,3,3,525,1000
0,59,22,178,68,1,2,2,325,700
0,58,19,178,70,1,4,2,525,1000
2,56,19,174,68,1,3,2,325,500
0,63,26,178,74,1,3,3,600,500
0,63,24,188,80,1,3,2,675,1000
0,57,24,182,74,1,3,2,240,3000
0,65,26,187,82,1,2,2,775,2000
0,62,18,174,67,1,2,2,800,500
0,62,20,180,78,1,3,2,825,500
0,71,22,189,84,1,3,2,3500,13000
0,63,23,182,70,1,3,2,925,500
0,61,19,181,79,1,3,3,775,1000
0,67,32,187,82,1,3,2,650,4000
0,57,20,177,73,1,3,2,350,1000
0,62,20,169,60,1,3,3,875,500
0,62,17,185,75,1,2,2,1000,500
0,62,18,165,60,1,3,2,975,2000
0,64,25,185,79,1,3,2,725,500
0,58,20,180,78,1,3,3,450,500
0,61,29,181,77,1,2,2,300,1000
0,73,33,192,80,1,2,3,1500,7000
0,57,19,175,70,1,3,2,375,500
2,57,17,173,65,1,3,2,400,500
0,70,19,195,89,1,2,2,2700,5000
0,62,19,175,64,1,3,2,950,900
0,61,21,177,68,1,3,3,800,1000
0,56,20,178,66,1,3,2,275,1000
0,60,20,184,78,1,3,2,550,500
0,70,24,192,83,1,3,2,2200,8000
0,55,19,183,70,1,3,2,275,650
0,62,28,177,72,1,3,3,400,500
0,61,20,178,75,1,3,2,675,500
0,65,25,185,82,1,3,2,950,2000
0,61,22,177,76,1,3,2,475,800
0,57,20,177,70,1,3,2,240,1000
0,57,19,165,64,1,3,3,400,500
0,62,16,187,75,1,3,2,925,500
0,55,20,173,62,1,3,2,300,1000
0,56,19,180,73,1,3,2,300,500
0,60,18,189,76,1,3,3,575,800
0,60,20,175,74,1,2,2,550,3000
0,53,19,180,70,1,3,3,0.0,0
0,62,27,178,72,1,3,2,450,500
0,64,23,187,80,1,2,2,1100,3000
0,60,18,170,65,1,4,3,575,2000
0,69,25,193,80,1,3,2,1700,6000
0,62,20,190,83,1,3,2,875,2000
0,65,23,188,76,1,3,2,1500,2000
0,65,25,188,80,1,3,2,1000,850
0,55,18,177,65,1,3,2,160,500
0,58,21,183,77,1,3,2,450,500
1,60,21,178,69,1,2,3,600,5000
0,65,26,180,78,1,3,2,875,500
0,66,20,183,75,1,4,2,1900,2000
0,60,22,169,66,1,3,3,550,2000
0,69,20,186,79,1,2,2,2900,3000
0,63,19,179,73,1,3,3,1200,3000
0,59,25,182,75,1,3,2,275,500
0,62,17,175,68,1,2,2,875,500
0,67,22,178,63,1,4,4,2500,35000
0,62,21,179,68,1,2,2,475,1000
0,65,26,180,78,1,2,2,950,4000
0,59,22,176,70,1,3,3,450,500
0,66,26,178,74,1,3,2,0.0,0
0,64,26,175,72,1,3,2,625,600
0,64,20,187,71,1,3,3,1500,9000
0,68,36,191,82,2,3,2,400,5000
0,60,17,180,75,1,3,2,675,1000
0,57,19,178,65,1,3,2,400,2000
1,57,19,170,75,1,4,2,350,500
0,60,25,175,78,1,2,2,300,2000
0,62,19,180,76,1,3,3,950,1000
0,64,20,181,74,1,3,2,1200,3000
0,53,21,173,75,1,3,2,210,1000
0,59,25,190,83,1,4,3,275,3000
0,64,30,187,79,1,3,2,575,3000
0,59,20,175,65,1,3,2,500,500
0,57,21,185,77,1,3,2,350,2000
0,60,17,179,77,1,3,2,550,500
0,54,17,175,65,1,3,2,325,500
0,62,19,170,63,1,2,2,950,500
0,64,22,188,75,1,2,2,1100,5000
0,64,29,180,75,1,3,2,500,700
0,58,18,178,68,1,3,2,525,500
0,60,28,178,75,1,4,2,220,4000
0,52,18,181,66,1,3,2,180,650
0,61,20,180,68,1,4,3,725,3000
0,61,21,169,60,1,3,3,800,500
0,60,32,188,82,1,3,2,160,1000
0,59,19,179,66,1,4,3,575,5000
0,57,18,175,72,1,3,2,375,1000
0,68,26,190,77,1,3,2,1100,4000
0,58,19,177,65,1,3,3,450,500
0,63,24,187,78,1,3,2,725,750
0,56,19,186,78,1,3,3,350,550
0,54,19,173,65,1,4,2,230,1000
0,55,24,178,75,1,3,2,200,1000
0,62,22,177,71,1,3,3,850,1000
0,64,20,184,86,1,3,2,1200,1000
1,60,21,170,58,1,3,2,600,1000
0,67,22,193,86,1,2,2,2100,11000
0,61,19,177,75,1,3,2,750,1000
0,61,20,172,62,1,3,2,675,2000
0,60,22,180,70,1,3,2,375,950
2,57,17,178,71,1,3,2,350,500
0,56,19,174,71,1,4,2,325,2000
0,63,21,175,76,1,3,4,1100,500
0,53,17,180,73,1,3,2,210,500
0,60,21,170,68,1,3,2,600,1000
0,64,28,181,67,1,3,2,525,2000
0,87,26,191,89,2,4,1,80000,90000
0,66,37,180,78,1,2,2,150,500
1,59,22,180,70,1,3,2,500,950
0,63,24,180,70,1,3,2,975,6000
0,63,25,194,83,1,3,2,725,1000
0,65,22,189,75,1,2,2,1500,3000
0,58,18,185,75,1,3,2,475,500
0,66,24,186,77,1,2,2,1100,500
0,60,20,180,74,1,3,3,475,600
0,57,21,183,75,1,3,2,375,500
0,63,21,160,60,1,2,2,1000,650
0,59,18,182,81,1,3,2,525,2000
0,55,21,187,83,1,2,2,275,2000
0,61,18,174,76,1,4,2,700,850
0,58,24,177,74,1,3,2,300,2000
0,59,18,186,71,1,3,3,575,850
0,61,25,178,70,1,2,3,425,1000
1,54,33,177,73,1,3,2,70,2000
0,60,22,173,72,1,3,2,550,500
0,52,19,182,66,1,3,2,70,600
1,59,19,180,70,1,3,2,500,1000
0,63,27,192,75,1,3,2,525,2000
0,61,22,169,66,1,3,2,725,500
2,52,16,167,63,1,3,2,200,500
0,67,27,175,70,1,3,2,1200,500
0,61,20,192,78,1,3,2,675,3000
0,58,20,177,71,1,2,2,425,1000
0,64,20,189,76,1,3,2,1200,1000
0,61,23,185,78,1,3,2,600,2000
0,53,20,182,66,1,3,2,200,900
0,61,22,180,70,1,2,2,625,900
0,59,19,170,65,1,3,3,475,500
0,59,24,171,67,1,2,2,300,2000
0,53,19,173,65,1,3,2,200,550
0,63,20,193,87,1,4,2,1200,3000
0,64,28,184,79,1,3,3,600,5000
0,58,19,182,79,1,3,3,475,500
0,63,19,183,75,1,3,2,1100,4000
0,61,17,179,78,1,2,2,850,500
0,58,20,184,74,1,4,3,450,550
0,59,19,181,75,1,3,2,475,1000
0,53,18,178,66,1,4,3,240,700
0,63,18,191,86,1,3,2,1100,2000
0,63,22,191,96,1,3,2,900,500
0,64,18,182,69,1,2,2,1400,7000
0,61,19,181,70,1,4,3,775,500
0,64,23,183,75,1,3,2,925,2000
0,63,18,184,76,1,3,2,1100,950
0,68,29,191,90,1,3,2,1000,4000
0,54,17,181,68,1,3,2,325,500
0,60,19,174,69,1,3,2,575,600
0,56,18,182,73,1,5,2,325,500
0,61,23,198,87,1,3,2,725,5000
0,54,19,182,75,1,3,2,250,500
0,66,25,185,80,1,2,2,900,6000
0,59,17,167,60,1,3,2,525,500
0,61,22,177,72,1,3,2,475,2000
0,61,20,175,66,1,3,2,725,2000
0,61,22,177,74,1,3,2,700,500
0,62,17,178,76,1,3,2,925,500
0,62,19,179,77,1,3,2,950,2000
0,61,20,183,72,1,3,2,750,2000
0,66,30,188,85,1,3,2,700,3000
0,66,21,191,83,1,3,2,1800,2000
0,61,22,190,78,1,3,2,750,550
0,56,19,178,65,1,2,2,350,1000
0,59,21,170,63,1,2,3,550,8000
1,55,22,175,70,1,4,2,275,500
0,67,28,188,77,1,3,2,1000,3000
0,60,24,183,76,1,3,2,450,500
0,58,26,188,73,1,3,3,240,2000
0,64,26,187,78,1,2,2,775,2000
0,64,17,187,80,1,3,2,1500,1000
0,61,21,182,75,1,3,2,750,1000
0,52,19,177,71,1,3,2,190,550
0,54,20,181,68,1,3,2,220,900
0,58,24,178,79,1,3,2,325,1000
0,62,27,177,71,1,2,3,425,850
0,55,18,180,70,1,3,2,300,2000
1,54,20,176,68,1,3,2,240,700
0,58,20,187,78,1,3,3,500,600
0,62,18,179,69,1,3,3,925,550
0,65,31,180,79,1,2,2,500,500
0,60,28,178,77,1,3,2,220,700
0,55,20,180,75,1,3,2,300,500
0,52,19,181,73,1,3,2,220,2000
0,62,18,177,73,1,3,3,1000,500
0,59,18,175,61,1,4,2,700,2000
0,58,19,180,75,1,2,2,425,2000
0,61,18,181,72,1,3,2,750,3000
0,53,18,175,72,1,2,2,240,750
0,59,20,186,76,1,3,2,500,500
1,55,26,185,75,1,3,2,160,500
0,62,27,184,83,1,3,2,475,3000
0,57,23,172,65,1,3,2,250,2000
2,57,21,164,64,1,3,3,375,1000
0,58,20,181,75,1,3,2,450,650
2,57,21,178,73,1,3,2,300,1000
0,62,23,181,72,1,2,3,625,3000
0,64,25,172,74,1,3,2,725,500
0,59,19,180,75,1,3,3,500,700
0,62,23,187,73,1,2,3,875,1000
2,60,22,182,71,1,4,2,500,4000
0,65,39,169,75,1,3,2,240,500
0,60,24,190,84,1,3,2,325,1000
0,60,18,164,59,1,3,2,625,3000
0,61,19,174,73,1,3,2,725,2000
0,59,26,175,68,1,3,3,275,700
2,60,24,181,67,1,3,2,325,700
0,60,24,180,84,1,3,2,350,1000
0,54,19,186,82,1,3,2,275,850
0,61,23,183,77,1,3,2,500,2000
0,63,25,181,81,1,3,2,675,500
0,58,20,178,73,1,2,2,450,500
0,62,19,183,74,1,3,2,875,1000
0,70,25,194,80,1,2,2,1900,23000
0,53,17,180,77,1,3,2,230,500
0,54,19,192,78,1,3,2,240,500
0,59,25,181,75,1,3,2,300,1000
0,56,19,176,69,1,3,2,190,1000
0,62,20,166,66,1,3,3,950,500
0,59,27,178,76,1,3,2,240,1000
0,67,23,184,70,1,3,2,1200,4000
0,61,22,177,68,1,2,2,725,3000
0,71,28,191,92,1,3,2,1600,25000
0,61,19,172,67,1,3,2,750,850
0,55,18,172,70,1,3,3,275,1000
0,67,22,192,88,1,3,2,2100,8000
0,53,19,183,74,1,3,2,200,1000
0,61,20,171,68,1,3,2,600,500
0,60,18,168,63,1,2,2,525,500
0,58,25,183,69,1,4,2,230,1000
0,59,20,175,76,1,4,2,525,2000
2,57,21,170,70,1,3,2,350,1000
0,54,20,177,72,1,2,2,250,4000
0,60,18,180,68,1,3,2,575,700
0,59,19,172,63,1,3,2,525,500
0,54,21,165,67,1,2,2,240,1000
0,61,25,192,83,1,2,2,450,900
0,59,20,183,75,1,3,2,500,500
0,52,18,173,68,1,2,2,180,500
0,62,21,181,74,1,4,2,850,900
0,56,22,175,72,1,3,2,300,1000
0,64,21,177,76,1,2,2,1300,500
0,63,21,187,82,1,3,2,1000,1000
0,64,18,191,85,1,3,2,1300,6000
0,54,18,184,76,1,3,2,230,500
0,58,18,180,78,1,3,3,475,700
0,55,20,173,70,1,3,2,250,500
0,53,17,183,70,1,3,2,210,550
0,53,21,181,77,1,3,2,210,500
0,62,23,177,74,1,3,2,750,750
0,65,24,181,78,1,3,2,975,500
1,59,22,183,81,1,3,2,475,850
0,60,21,181,76,1,3,2,550,3000
0,62,18,167,71,1,2,3,1100,7000
0,62,27,180,80,1,3,2,475,500
0,59,23,188,80,1,3,2,350,3000
0,58,21,182,69,1,2,2,450,1000
0,61,21,164,63,1,3,3,800,1000
0,59,24,179,62,1,3,2,210,2000
0,63,31,185,80,1,3,2,400,2000
0,63,19,175,74,1,3,2,1000,2000
0,56,20,178,69,1,4,2,350,3000
0,59,18,183,73,1,3,2,575,3000
0,60,24,165,63,1,3,3,325,500
0,63,20,174,66,1,2,2,1100,750
0,62,25,176,70,1,3,3,475,1000
0,61,19,188,82,1,3,2,725,500
0,62,20,175,66,1,2,2,725,500
0,59,23,180,77,1,3,2,350,2000
0,63,22,178,69,1,2,2,1000,4000
0,67,22,183,75,1,2,2,1900,5000
0,62,21,176,72,1,2,2,775,500
0,59,22,180,75,1,3,4,500,1000
0,61,21,182,73,1,5,3,800,2000
0,63,26,181,83,1,2,2,575,500
0,62,17,185,78,1,3,2,1000,700
0,67,23,187,70,1,3,2,2100,4000
0,71,32,197,83,1,3,2,1200,17000
0,62,21,183,75,1,3,3,900,10000
1,59,20,174,64,1,3,3,550,1000
0,57,19,186,81,1,3,2,375,500
0,73,34,193,89,2,2,2,1000,5000
0,66,24,178,71,1,2,2,1300,500
0,65,18,175,63,1,3,5,775,3000
0,54,24,179,69,1,2,2,80,800
0,56,22,175,70,1,2,2,325,500
0,57,21,191,79,1,3,2,300,550
0,66,24,188,79,1,2,2,1200,2000
0,52,18,175,72,1,3,2,220,500
0,66,25,178,70,1,3,3,1100,500
0,57,20,168,70,1,3,3,350,500
0,57,20,181,72,1,3,3,375,500
0,61,23,185,78,1,3,2,600,3000
0,56,20,177,63,1,2,2,350,1000
0,60,18,181,72,1,3,3,575,4000
0,61,20,179,75,1,2,3,725,2000
0,63,22,190,77,1,3,2,1100,2000
0,62,22,186,74,1,2,2,825,2000
0,59,20,187,80,1,3,2,475,1000
0,63,19,182,69,1,3,2,1200,3000
2,58,17,165,60,1,3,2,400,500
0,59,20,183,76,1,3,2,500,2000
0,57,20,194,81,1,3,2,375,3000
0,52,16,177,70,1,3,2,160,500
0,63,25,185,85,1,3,2,650,500
0,59,24,180,76,1,3,2,350,2000
0,61,21,185,74,1,2,2,700,2000
0,66,34,180,75,1,3,2,275,500
0,61,33,176,79,1,3,2,170,500
0,57,20,178,74,1,3,2,350,500
0,61,21,180,71,1,3,2,725,1000
0,63,21,181,77,1,4,2,1000,1000
0,60,28,182,83,1,2,2,250,3000
0,56,18,175,72,1,3,2,325,500
0,60,21,173,61,1,3,3,525,2000
2,53,17,177,63,1,3,2,230,500
0,65,20,188,79,1,3,2,1600,500
0,54,19,180,73,1,3,2,250,1000
0,61,19,181,72,1,3,2,725,1000
2,58,19,167,67,1,2,2,300,1000
0,61,23,183,78,1,3,2,475,1000
0,56,20,182,74,1,3,2,325,2000
0,59,16,180,70,1,3,3,550,600
0,64,21,186,80,1,2,2,1300,500
0,53,19,185,68,1,3,2,210,700
0,63,22,186,74,1,3,2,1000,900
0,58,18,178,70,1,2,2,525,700
0,55,19,172,65,1,2,2,275,500
0,60,20,182,75,1,3,2,600,2000
0,61,23,175,70,1,3,2,600,500
0,58,20,185,69,1,3,2,425,900
0,62,30,177,75,1,3,2,350,1000
0,53,19,175,70,1,4,2,200,1000
0,57,21,170,64,1,2,2,350,1000
0,60,22,165,63,1,2,3,550,500
0,64,19,186,75,1,3,3,1400,1000
0,58,21,174,70,1,3,3,475,4000
0,63,21,194,83,1,4,2,1100,1000
0,64,20,178,70,1,4,3,1400,3000
0,61,18,173,68,1,2,2,750,500
0,59,27,175,65,1,3,2,220,750
0,63,30,189,94,1,2,3,400,500
0,60,20,168,65,1,2,3,550,950
0,56,21,176,71,1,2,2,300,2000
0,56,19,182,77,1,3,2,325,500
0,62,28,188,90,1,3,2,400,1000
0,54,19,184,83,1,3,2,220,500
0,65,21,186,78,1,2,2,1500,5000
0,61,25,188,77,1,2,2,400,1000
0,57,18,187,77,1,3,3,425,550
0,58,16,178,72,1,3,2,550,600
0,57,20,173,69,1,3,2,400,2000
0,63,21,186,76,1,3,2,1100,3000
0,57,19,178,76,1,3,2,400,650
0,61,21,178,68,1,3,2,775,3000
0,54,19,177,72,1,3,2,250,500
0,61,18,168,72,1,4,2,525,2000
0,61,22,186,80,1,3,3,750,3000
0,53,18,175,68,1,2,2,240,500
1,56,22,180,67,1,3,2,300,2000
0,62,24,192,75,1,3,2,800,1000
2,63,23,182,84,1,3,2,700,2000
0,72,26,193,84,1,3,2,2600,6000
0,60,17,167,75,1,3,3,400,4000
0,58,17,169,65,1,3,2,475,500
0,68,22,187,73,1,3,2,2500,4000
0,62,22,180,76,1,3,3,900,4000
0,62,25,184,75,1,3,2,525,500
0,64,25,178,73,1,2,3,650,500
0,57,18,176,68,1,3,3,350,650
0,67,30,176,74,1,3,2,875,500
0,63,26,185,77,1,3,2,575,4000
0,75,28,194,88,2,3,1,0.0,0
0,54,17,165,56,1,2,2,275,500
0,60,24,186,83,1,3,2,350,2000
0,59,27,180,75,1,3,2,275,1000
0,57,23,185,71,1,3,2,350,1000
0,60,20,185,74,1,2,2,525,2000
0,59,18,180,75,1,2,2,500,600
0,64,26,190,82,1,3,3,650,2000
0,53,23,175,79,1,3,2,210,1000
0,59,21,177,68,1,2,2,500,2000
0,62,22,188,81,1,2,2,825,2000
1,56,21,174,72,1,4,2,325,500
0,61,22,184,74,1,4,2,700,4000
0,59,21,185,75,1,3,3,500,1000
0,62,19,186,80,1,3,2,1000,3000
0,56,20,178,64,1,3,2,350,1000
0,53,18,175,60,1,3,2,230,550
0,61,20,176,70,1,3,2,675,3000
0,67,25,180,82,1,2,2,1300,500
0,52,18,180,70,1,2,2,180,500
0,59,21,174,70,1,3,2,500,800
0,57,23,180,75,1,2,3,240,1000
0,59,20,176,82,1,3,3,550,4000
0,61,19,178,70,1,3,2,425,2000
0,61,18,170,65,1,3,3,750,500
0,60,20,175,67,1,2,2,550,500
0,56,21,178,71,1,4,2,325,550
0,58,18,184,72,1,3,2,450,500
0,52,17,172,67,1,3,3,210,500
0,61,20,181,78,1,3,3,800,6000
0,67,24,190,81,1,3,2,1400,5000
0,66,25,191,74,1,3,2,1100,5000
0,68,22,192,86,1,3,2,2300,5000
0,55,18,184,80,1,3,2,300,500
0,62,26,188,80,1,3,2,525,1000
0,61,23,175,65,1,4,2,525,900
0,58,19,181,66,1,3,2,450,850
0,65,21,197,84,1,3,2,1500,500
0,62,33,191,90,1,3,3,250,500
0,53,18,175,70,1,2,2,230,500
0,57,20,180,75,1,3,2,350,2000
0,57,21,181,70,1,3,2,350,500
0,61,21,184,78,1,3,2,800,1000
0,58,19,178,72,1,2,2,475,1000
0,56,20,176,71,1,2,2,300,550
0,59,28,170,56,1,3,2,220,500
0,60,18,182,72,1,2,3,625,1000
0,59,20,193,90,1,3,2,500,4000
0,60,23,180,73,1,3,2,475,550
0,56,19,183,75,1,3,2,325,3000
0,60,24,184,78,1,3,3,400,2000
0,55,21,178,70,1,4,2,275,5000
0,60,27,167,64,1,2,2,250,500
0,55,20,175,74,1,3,2,275,1000
0,60,19,177,74,1,4,2,575,2000
1,54,21,178,70,1,3,2,110,1000
0,63,21,166,62,1,3,4,1100,2000
0,54,19,181,72,1,2,2,240,850
0,54,19,175,71,1,3,2,275,550
0,64,34,186,79,1,2,2,190,900
0,56,18,182,76,1,2,2,325,500
0,61,25,170,68,1,3,3,450,500
0,69,23,190,76,1,3,2,2900,9000
0,57,17,185,75,1,3,2,375,500
0,59,20,181,75,1,3,2,550,7000
0,60,20,185,78,1,3,2,350,1000
0,63,20,186,80,1,4,2,1200,9000
0,68,20,188,78,1,3,2,2500,11000
0,58,20,168,67,1,2,2,450,1000
0,65,24,185,82,1,2,3,725,3000
0,63,20,186,81,1,3,2,1100,3000
0,60,19,174,67,1,3,3,575,850
0,59,21,192,83,1,5,2,475,700
0,62,26,172,69,1,2,2,425,2000
0,60,19,178,68,1,3,3,375,1000
1,62,19,187,77,1,3,2,875,900
0,59,17,176,66,1,2,3,600,1000
0,61,21,176,70,1,3,2,700,900
0,63,23,183,76,1,3,2,775,2000
0,59,16,175,70,1,3,2,500,500
0,60,19,175,66,1,3,3,525,500
0,57,20,179,75,1,3,2,350,700
1,64,32,186,79,1,4,2,375,5000
0,59,21,174,70,1,3,2,500,3000
0,58,19,176,66,1,3,2,475,500
0,58,21,188,78,1,3,2,425,550
0,53,20,176,67,1,3,2,220,3000
0,65,27,185,72,1,2,2,650,4000
0,64,32,194,81,1,3,2,475,2000
0,60,21,173,67,1,3,3,550,500
2,64,28,185,80,1,3,2,550,1000
0,62,23,193,81,1,3,2,750,2000
0,56,17,187,72,1,2,2,350,500
0,57,20,174,68,1,3,2,400,1000
1,60,32,188,82,1,2,2,160,2000
0,58,19,175,66,1,3,2,450,9000
0,60,21,175,70,1,2,2,575,900
0,59,19,173,72,1,3,2,525,800
0,64,26,174,73,1,3,2,700,500
0,58,19,173,68,1,3,2,450,2000
0,65,24,187,80,1,3,2,875,500
0,60,21,185,76,1,2,2,550,750
0,69,31,185,80,1,3,2,950,6000
0,59,21,177,70,1,3,2,475,550
0,62,21,178,70,1,3,3,975,2000
0,58,32,186,78,1,3,2,160,500
0,60,20,174,65,1,2,3,525,2000
0,61,18,173,69,1,3,2,825,1000
1,55,20,183,74,1,2,2,300,700
0,62,19,187,80,1,3,2,1100,4000
0,64,23,198,85,1,2,2,925,3000
0,59,23,176,73,1,3,2,300,3000
0,57,21,185,75,1,2,3,375,700
0,57,19,172,71,1,3,2,375,500
0,63,20,170,62,1,3,3,1100,2000
0,55,20,172,60,1,2,2,250,1000
0,54,22,176,66,1,3,2,170,500
0,63,18,187,78,1,3,2,1100,3000
0,65,19,188,74,1,3,2,1600,8000
0,55,19,171,61,1,3,2,300,1000
0,50,18,173,65,1,3,2,120,650
0,60,23,180,70,1,2,2,400,700
0,58,23,171,64,1,3,2,400,5000
0,57,19,173,70,1,3,2,350,500
0,60,35,188,78,1,3,2,100,2000
0,55,17,177,67,1,3,2,325,500
0,59,18,176,65,1,3,2,550,4000
0,66,24,188,79,1,3,2,1600,2000
0,75,32,191,83,3,3,1,0.0,0
1,59,23,178,66,1,4,2,425,800
0,56,20,188,79,1,3,2,300,900
0,67,26,190,75,1,3,2,1200,8000
0,60,19,184,76,1,3,3,600,3000
0,64,21,174,68,1,2,4,1200,2000
0,62,20,175,70,1,3,3,1000,6000
0,58,22,186,73,1,2,2,450,2000
0,58,22,188,71,1,3,2,450,750
0,54,18,180,64,1,3,2,140,500
0,72,33,175,72,3,3,1,0.0,0
0,61,19,185,67,1,3,2,775,2000
2,64,25,184,80,1,3,2,700,2000
0,57,20,170,65,1,2,2,350,2000
0,61,20,185,78,1,3,2,675,2000
0,61,21,180,80,1,2,2,750,500
0,66,25,189,82,1,2,2,950,3000
0,62,18,182,75,1,3,2,775,550
0,59,20,181,76,1,2,2,500,500
1,57,24,170,68,1,3,3,250,500
0,62,19,176,74,1,3,3,950,2000
0,66,24,183,78,1,3,2,1200,4000
0,57,18,170,71,1,3,3,220,500
0,60,21,180,72,1,2,3,550,1000
0,58,18,180,70,1,3,2,525,500
0,56,20,183,77,1,2,2,300,900
1,57,21,179,74,1,5,2,350,500
0,62,21,185,75,1,3,2,900,2000
0,64,20,185,73,1,3,2,1300,1000
0,61,20,192,77,1,3,3,800,900
0,64,21,174,67,1,3,3,1300,500
